id_machine,id_entrepot,type_machine,annee_mois,temps_arret_panne,nb_pannes_machines,volume_traite,delai_moyen_livraison_entrepot_mois
ME010001,E010,Maintenance,2019-12,0,0,438,
ME010006,E010,Transport,2019-12,0,0,282,
ME010007,E010,Stockage,2019-12,0,0,261,
ME010009,E010,Maintenance,2019-12,0,0,246,
ME010020,E010,Tri,2019-12,0,0,531,
ME010024,E010,Transport,2019-12,0,0,230,
ME010026,E010,Stockage,2019-12,0,0,257,
ME001004,E001,Stockage,2019-12,4,1,600,
ME001005,E001,Maintenance,2019-12,6,1,544,
ME001009,E001,Maintenance,2019-12,31,1,153,
ME001010,E001,Stockage,2019-12,23,1,134,
ME001011,E001,Conditionnement,2019-12,27,1,101,
ME001013,E001,Stockage,2019-12,10,1,458,
ME001016,E001,Conditionnement,2019-12,10,1,437,
ME001017,E001,Stockage,2019-12,46,1,142,
ME001020,E001,Transport,2019-12,46,1,124,
ME001021,E001,Maintenance,2019-12,33,1,168,
ME001027,E001,Transport,2019-12,37,1,138,
ME001028,E001,Conditionnement,2019-12,22,1,130,
ME001030,E001,Conditionnement,2019-12,12,1,517,
ME001035,E001,Stockage,2019-12,4,1,442,
ME001036,E001,Stockage,2019-12,25,1,171,
ME002004,E002,Stockage,2019-12,16,1,175,
ME002006,E002,Transport,2019-12,19,1,160,
ME002007,E002,Conditionnement,2019-12,13,1,129,
ME002010,E002,Conditionnement,2019-12,43,1,147,
ME002013,E002,Conditionnement,2019-12,4,1,389,
ME002015,E002,Maintenance,2019-12,14,1,144,
ME002017,E002,Tri,2019-12,10,1,593,
ME002019,E002,Maintenance,2019-12,34,1,151,
ME002023,E002,Stockage,2019-12,47,1,118,
ME002026,E002,Tri,2019-12,28,1,128,
ME002028,E002,Tri,2019-12,19,1,120,
ME002029,E002,Transport,2019-12,34,1,143,
ME002031,E002,Maintenance,2019-12,48,1,134,
ME002033,E002,Transport,2019-12,36,1,133,
ME003003,E003,Tri,2019-12,45,1,119,
ME003008,E003,Conditionnement,2019-12,41,1,152,
ME003016,E003,Maintenance,2019-12,33,1,135,
ME003017,E003,Tri,2019-12,5,1,473,
ME003018,E003,Maintenance,2019-12,27,1,136,
ME003020,E003,Conditionnement,2019-12,43,1,127,
ME003021,E003,Tri,2019-12,19,1,131,
ME003028,E003,Conditionnement,2019-12,1,1,548,
ME003029,E003,Conditionnement,2019-12,22,1,133,
ME003032,E003,Stockage,2019-12,16,1,150,
ME003036,E003,Transport,2019-12,26,1,114,
ME004001,E004,Conditionnement,2019-12,41,1,164,
ME004005,E004,Maintenance,2019-12,48,1,117,
ME004010,E004,Maintenance,2019-12,6,1,363,
ME004011,E004,Tri,2019-12,26,1,153,
ME004021,E004,Tri,2019-12,19,1,166,
ME004022,E004,Tri,2019-12,23,1,118,
ME004023,E004,Maintenance,2019-12,1,1,431,
ME004025,E004,Conditionnement,2019-12,38,1,130,
ME004027,E004,Stockage,2019-12,38,1,130,
ME005001,E005,Maintenance,2019-12,33,1,148,
ME005002,E005,Conditionnement,2019-12,8,1,481,
ME005003,E005,Tri,2019-12,13,1,118,
ME005008,E005,Conditionnement,2019-12,32,1,132,
ME005009,E005,Conditionnement,2019-12,39,1,136,
ME005013,E005,Tri,2019-12,44,1,127,
ME005014,E005,Stockage,2019-12,36,1,149,
ME005018,E005,Stockage,2019-12,42,1,115,
ME005020,E005,Stockage,2019-12,42,1,131,
ME005021,E005,Stockage,2019-12,48,1,153,
ME005026,E005,Tri,2019-12,16,1,121,
ME005028,E005,Stockage,2019-12,32,1,156,
ME006001,E006,Tri,2019-12,42,1,156,
ME006005,E006,Transport,2019-12,48,1,118,
ME006006,E006,Tri,2019-12,27,1,135,
ME006017,E006,Tri,2019-12,43,1,117,
ME006018,E006,Maintenance,2019-12,46,1,110,
ME006019,E006,Tri,2019-12,41,1,142,
ME006020,E006,Tri,2019-12,20,1,127,
ME006028,E006,Stockage,2019-12,48,1,133,
ME007001,E007,Transport,2019-12,27,1,117,
ME007002,E007,Tri,2019-12,7,1,553,
ME007004,E007,Tri,2019-12,29,1,123,
ME007005,E007,Transport,2019-12,5,1,469,
ME007007,E007,Maintenance,2019-12,45,1,135,
ME007008,E007,Tri,2019-12,43,1,131,
ME007009,E007,Tri,2019-12,10,1,548,
ME007015,E007,Stockage,2019-12,42,1,179,
ME007016,E007,Maintenance,2019-12,37,1,130,
ME007017,E007,Stockage,2019-12,39,1,137,
ME007024,E007,Conditionnement,2019-12,22,1,130,
ME007030,E007,Tri,2019-12,3,1,483,
ME007032,E007,Tri,2019-12,13,1,143,
ME007038,E007,Maintenance,2019-12,30,1,132,
ME008003,E008,Tri,2019-12,0,1,574,
ME008006,E008,Transport,2019-12,42,1,149,
ME008008,E008,Conditionnement,2019-12,25,1,139,
ME008013,E008,Stockage,2019-12,45,1,106,
ME008014,E008,Stockage,2019-12,36,1,135,
ME008015,E008,Stockage,2019-12,23,1,142,
ME008019,E008,Conditionnement,2019-12,20,1,129,
ME008021,E008,Stockage,2019-12,26,1,150,
ME008024,E008,Tri,2019-12,13,1,131,
ME008028,E008,Tri,2019-12,39,1,108,
ME008030,E008,Conditionnement,2019-12,18,1,161,
ME009001,E009,Transport,2019-12,28,1,162,
ME009004,E009,Maintenance,2019-12,12,1,485,
ME009005,E009,Transport,2019-12,48,1,128,
ME009006,E009,Transport,2019-12,31,1,143,
ME009009,E009,Conditionnement,2019-12,43,1,155,
ME009012,E009,Conditionnement,2019-12,40,1,118,
ME009015,E009,Transport,2019-12,22,1,118,
ME009017,E009,Maintenance,2019-12,5,1,528,
ME009019,E009,Conditionnement,2019-12,2,1,502,
ME009020,E009,Stockage,2019-12,11,1,461,
ME010003,E010,Tri,2019-12,41,1,118,
ME010005,E010,Conditionnement,2019-12,4,1,517,
ME010010,E010,Conditionnement,2019-12,16,1,132,
ME010015,E010,Stockage,2019-12,10,1,543,
ME010016,E010,Conditionnement,2019-12,24,1,144,
ME010017,E010,Transport,2019-12,9,1,467,
ME010022,E010,Maintenance,2019-12,37,1,144,
ME010023,E010,Conditionnement,2019-12,28,1,170,
ME010028,E010,Transport,2019-12,22,1,151,
ME010029,E010,Tri,2019-12,42,1,135,
ME001001,E001,Tri,2019-12,0,0,453,
ME001002,E001,Maintenance,2019-12,0,0,202,
ME001003,E001,Transport,2019-12,0,0,891,
ME001008,E001,Maintenance,2019-12,0,0,758,
ME001014,E001,Tri,2019-12,0,0,576,
ME001015,E001,Stockage,2019-12,0,0,121,
ME001024,E001,Maintenance,2019-12,0,0,206,
ME001026,E001,Maintenance,2019-12,0,0,292,
ME001033,E001,Tri,2019-12,0,0,489,
ME001034,E001,Transport,2019-12,0,0,889,
ME001037,E001,Tri,2019-12,0,0,728,
ME002003,E002,Tri,2019-12,0,0,812,
ME002009,E002,Conditionnement,2019-12,0,0,782,
ME002014,E002,Maintenance,2019-12,0,0,268,
ME002021,E002,Maintenance,2019-12,0,0,835,
ME002022,E002,Transport,2019-12,0,0,595,
ME002024,E002,Transport,2019-12,0,0,411,
ME002025,E002,Stockage,2019-12,0,0,992,
ME002027,E002,Conditionnement,2019-12,0,0,235,
ME002032,E002,Stockage,2019-12,0,0,835,
ME003001,E003,Conditionnement,2019-12,0,0,135,
ME003002,E003,Transport,2019-12,0,0,414,
ME003004,E003,Maintenance,2019-12,0,0,18,
ME003005,E003,Stockage,2019-12,0,0,612,
ME003006,E003,Transport,2019-12,0,0,348,
ME003007,E003,Stockage,2019-12,0,0,47,
ME003011,E003,Stockage,2019-12,0,0,149,
ME003012,E003,Maintenance,2019-12,0,0,24,
ME003013,E003,Tri,2019-12,0,0,237,
ME003014,E003,Tri,2019-12,0,0,378,
ME003015,E003,Maintenance,2019-12,0,0,263,
ME003022,E003,Transport,2019-12,0,0,996,
ME003024,E003,Stockage,2019-12,0,0,940,
ME003027,E003,Tri,2019-12,0,0,746,
ME003030,E003,Transport,2019-12,0,0,6,
ME003035,E003,Maintenance,2019-12,0,0,853,
ME004002,E004,Conditionnement,2019-12,0,0,563,
ME004003,E004,Transport,2019-12,0,0,615,
ME004006,E004,Conditionnement,2019-12,0,0,328,
ME004007,E004,Conditionnement,2019-12,0,0,721,
ME004008,E004,Tri,2019-12,0,0,467,
ME004009,E004,Maintenance,2019-12,0,0,972,
ME004012,E004,Tri,2019-12,0,0,655,
ME004013,E004,Conditionnement,2019-12,0,0,962,
ME004014,E004,Transport,2019-12,0,0,227,
ME004015,E004,Transport,2019-12,0,0,586,
ME004019,E004,Transport,2019-12,0,0,254,
ME004020,E004,Maintenance,2019-12,0,0,729,
ME004024,E004,Conditionnement,2019-12,0,0,825,
ME005006,E005,Stockage,2019-12,0,0,787,
ME005007,E005,Conditionnement,2019-12,0,0,888,
ME005010,E005,Conditionnement,2019-12,0,0,195,
ME005012,E005,Tri,2019-12,0,0,171,
ME005015,E005,Conditionnement,2019-12,0,0,489,
ME005016,E005,Maintenance,2019-12,0,0,167,
ME005017,E005,Conditionnement,2019-12,0,0,191,
ME005019,E005,Conditionnement,2019-12,0,0,482,
ME005024,E005,Maintenance,2019-12,0,0,36,
ME005025,E005,Conditionnement,2019-12,0,0,799,
ME005029,E005,Maintenance,2019-12,0,0,966,
ME005030,E005,Maintenance,2019-12,0,0,154,
ME005031,E005,Transport,2019-12,0,0,485,
ME005033,E005,Transport,2019-12,0,0,320,
ME006004,E006,Tri,2019-12,0,0,606,
ME006007,E006,Transport,2019-12,0,0,93,
ME006008,E006,Transport,2019-12,0,0,495,
ME006009,E006,Stockage,2019-12,0,0,832,
ME006011,E006,Maintenance,2019-12,0,0,441,
ME006013,E006,Transport,2019-12,0,0,662,
ME006014,E006,Maintenance,2019-12,0,0,303,
ME006021,E006,Stockage,2019-12,0,0,408,
ME006024,E006,Stockage,2019-12,0,0,400,
ME006025,E006,Conditionnement,2019-12,0,0,237,
ME006027,E006,Transport,2019-12,0,0,37,
ME007012,E007,Transport,2019-12,0,0,848,
ME007014,E007,Tri,2019-12,0,0,700,
ME007018,E007,Transport,2019-12,0,0,75,
ME007020,E007,Transport,2019-12,0,0,757,
ME007021,E007,Tri,2019-12,0,0,578,
ME007022,E007,Conditionnement,2019-12,0,0,201,
ME007023,E007,Tri,2019-12,0,0,680,
ME007026,E007,Transport,2019-12,0,0,670,
ME007027,E007,Stockage,2019-12,0,0,900,
ME007028,E007,Stockage,2019-12,0,0,908,
ME007031,E007,Stockage,2019-12,0,0,235,
ME007033,E007,Maintenance,2019-12,0,0,856,
ME007034,E007,Tri,2019-12,0,0,428,
ME007035,E007,Tri,2019-12,0,0,182,
ME007036,E007,Transport,2019-12,0,0,779,
ME008001,E008,Tri,2019-12,0,0,808,
ME008002,E008,Conditionnement,2019-12,0,0,799,
ME008007,E008,Tri,2019-12,0,0,198,
ME008010,E008,Stockage,2019-12,0,0,119,
ME008011,E008,Tri,2019-12,0,0,109,
ME008012,E008,Tri,2019-12,0,0,810,
ME008016,E008,Stockage,2019-12,0,0,993,
ME008018,E008,Conditionnement,2019-12,0,0,84,
ME008020,E008,Maintenance,2019-12,0,0,949,
ME008022,E008,Stockage,2019-12,0,0,638,
ME008026,E008,Conditionnement,2019-12,0,0,426,
ME009002,E009,Tri,2019-12,0,0,589,
ME009008,E009,Maintenance,2019-12,0,0,939,
ME009011,E009,Maintenance,2019-12,0,0,878,
ME010002,E010,Tri,2019-12,0,0,147,
ME010004,E010,Transport,2019-12,0,0,331,
ME010008,E010,Stockage,2019-12,0,0,467,
ME010011,E010,Maintenance,2019-12,0,0,297,
ME010012,E010,Conditionnement,2019-12,0,0,961,
ME010013,E010,Transport,2019-12,0,0,981,
ME010014,E010,Stockage,2019-12,0,0,237,
ME010018,E010,Tri,2019-12,0,0,502,
ME010019,E010,Conditionnement,2019-12,0,0,794,
ME010021,E010,Maintenance,2019-12,0,0,203,
ME010025,E010,Conditionnement,2019-12,0,0,163,
ME010027,E010,Conditionnement,2019-12,0,0,106,
ME010030,E010,Conditionnement,2019-12,0,0,943,
ME001001,E001,Tri,2020-01,0,0,417,
ME001003,E001,Transport,2020-01,0,0,261,
ME001004,E001,Stockage,2020-01,0,0,587,
ME001006,E001,Stockage,2020-01,0,0,444,
ME001007,E001,Stockage,2020-01,0,0,527,
ME001016,E001,Conditionnement,2020-01,0,0,445,
ME001022,E001,Stockage,2020-01,0,0,423,
ME001023,E001,Conditionnement,2020-01,0,0,292,
ME001029,E001,Stockage,2020-01,0,0,301,
ME001031,E001,Transport,2020-01,0,0,234,
ME001033,E001,Tri,2020-01,0,0,263,
ME001036,E001,Stockage,2020-01,0,0,611,
ME002005,E002,Transport,2020-01,0,0,242,
ME002007,E002,Conditionnement,2020-01,0,0,242,
ME002010,E002,Conditionnement,2020-01,0,0,293,
ME002011,E002,Tri,2020-01,0,0,225,
ME002012,E002,Conditionnement,2020-01,0,0,327,
ME002014,E002,Maintenance,2020-01,0,0,267,
ME002019,E002,Maintenance,2020-01,0,0,290,
ME002021,E002,Maintenance,2020-01,0,0,256,
ME002023,E002,Stockage,2020-01,0,0,440,
ME002027,E002,Conditionnement,2020-01,0,0,301,
ME002028,E002,Tri,2020-01,0,0,419,
ME003004,E003,Maintenance,2020-01,0,0,239,
ME003006,E003,Transport,2020-01,0,0,298,
ME003009,E003,Maintenance,2020-01,0,0,233,
ME003012,E003,Maintenance,2020-01,0,0,232,
ME003016,E003,Maintenance,2020-01,0,0,277,
ME003024,E003,Stockage,2020-01,0,0,320,
ME003027,E003,Tri,2020-01,0,0,550,
ME003028,E003,Conditionnement,2020-01,0,0,301,
ME003031,E003,Conditionnement,2020-01,0,0,285,
ME003032,E003,Stockage,2020-01,0,0,294,
ME003035,E003,Maintenance,2020-01,0,0,515,
ME004002,E004,Conditionnement,2020-01,0,0,494,
ME004003,E004,Transport,2020-01,0,0,265,
ME004010,E004,Maintenance,2020-01,0,0,208,
ME004011,E004,Tri,2020-01,0,0,315,
ME004013,E004,Conditionnement,2020-01,0,0,303,
ME004015,E004,Transport,2020-01,0,0,279,
ME004018,E004,Transport,2020-01,0,0,287,
ME004019,E004,Transport,2020-01,0,0,219,
ME004020,E004,Maintenance,2020-01,0,0,524,
ME004023,E004,Maintenance,2020-01,0,0,246,
ME004025,E004,Conditionnement,2020-01,0,0,276,
ME004028,E004,Maintenance,2020-01,0,0,291,
ME005002,E005,Conditionnement,2020-01,0,0,479,
ME005005,E005,Tri,2020-01,0,0,284,
ME005006,E005,Stockage,2020-01,0,0,294,
ME005009,E005,Conditionnement,2020-01,0,0,291,
ME005014,E005,Stockage,2020-01,0,0,311,
ME005026,E005,Tri,2020-01,0,0,226,
ME005030,E005,Maintenance,2020-01,0,0,311,
ME005032,E005,Maintenance,2020-01,0,0,286,
ME005034,E005,Conditionnement,2020-01,0,0,265,
ME005035,E005,Maintenance,2020-01,0,0,228,
ME006002,E006,Transport,2020-01,0,0,277,
ME006003,E006,Tri,2020-01,0,0,464,
ME006010,E006,Conditionnement,2020-01,0,0,478,
ME006012,E006,Conditionnement,2020-01,0,0,278,
ME006018,E006,Maintenance,2020-01,0,0,227,
ME006024,E006,Stockage,2020-01,0,0,313,
ME006025,E006,Conditionnement,2020-01,0,0,298,
ME006026,E006,Tri,2020-01,0,0,210,
ME007003,E007,Transport,2020-01,0,0,305,
ME007007,E007,Maintenance,2020-01,0,0,293,
ME007010,E007,Conditionnement,2020-01,0,0,514,
ME007011,E007,Transport,2020-01,0,0,537,
ME007012,E007,Transport,2020-01,0,0,327,
ME007016,E007,Maintenance,2020-01,0,0,256,
ME007019,E007,Stockage,2020-01,0,0,517,
ME007023,E007,Tri,2020-01,0,0,251,
ME007024,E007,Conditionnement,2020-01,0,0,245,
ME007029,E007,Maintenance,2020-01,0,0,189,
ME007030,E007,Tri,2020-01,0,0,481,
ME007032,E007,Tri,2020-01,0,0,271,
ME007034,E007,Tri,2020-01,0,0,322,
ME007036,E007,Transport,2020-01,0,0,291,
ME008006,E008,Transport,2020-01,0,0,318,
ME008008,E008,Conditionnement,2020-01,0,0,282,
ME008010,E008,Stockage,2020-01,0,0,286,
ME008025,E008,Tri,2020-01,0,0,271,
ME008030,E008,Conditionnement,2020-01,0,0,322,
ME009001,E009,Transport,2020-01,0,0,327,
ME009003,E009,Conditionnement,2020-01,0,0,302,
ME009004,E009,Maintenance,2020-01,0,0,286,
ME009011,E009,Maintenance,2020-01,0,0,237,
ME009012,E009,Conditionnement,2020-01,0,0,249,
ME009013,E009,Transport,2020-01,0,0,201,
ME009014,E009,Transport,2020-01,0,0,479,
ME009018,E009,Tri,2020-01,0,0,237,
ME010001,E010,Maintenance,2020-01,0,0,232,
ME010002,E010,Tri,2020-01,0,0,209,
ME010004,E010,Transport,2020-01,0,0,274,
ME010010,E010,Conditionnement,2020-01,0,0,452,
ME010015,E010,Stockage,2020-01,0,0,315,
ME010017,E010,Transport,2020-01,0,0,250,
ME010020,E010,Tri,2020-01,0,0,530,
ME010022,E010,Maintenance,2020-01,0,0,279,
ME010023,E010,Conditionnement,2020-01,0,0,322,
ME010024,E010,Transport,2020-01,0,0,228,
ME010026,E010,Stockage,2020-01,0,0,238,
ME010027,E010,Conditionnement,2020-01,0,0,425,
ME010030,E010,Conditionnement,2020-01,0,0,302,
ME001002,E001,Maintenance,2020-01,16,1,138,
ME001005,E001,Maintenance,2020-01,17,1,158,
ME001008,E001,Maintenance,2020-01,12,1,552,
ME001013,E001,Stockage,2020-01,10,1,458,
ME001019,E001,Conditionnement,2020-01,34,1,127,
ME001020,E001,Transport,2020-01,13,1,137,
ME001021,E001,Maintenance,2020-01,2,1,618,
ME001024,E001,Maintenance,2020-01,35,1,113,
ME001025,E001,Stockage,2020-01,21,1,131,
ME001026,E001,Maintenance,2020-01,0,1,433,
ME001027,E001,Transport,2020-01,17,1,147,
ME001028,E001,Conditionnement,2020-01,32,1,126,
ME001032,E001,Conditionnement,2020-01,10,1,503,
ME001035,E001,Stockage,2020-01,2,1,444,
ME002002,E002,Conditionnement,2020-01,5,1,519,
ME002003,E002,Tri,2020-01,40,1,130,
ME002004,E002,Stockage,2020-01,46,1,160,
ME002016,E002,Maintenance,2020-01,23,1,104,
ME002017,E002,Tri,2020-01,2,1,606,
ME002020,E002,Conditionnement,2020-01,21,1,131,
ME002025,E002,Stockage,2020-01,26,1,147,
ME002026,E002,Tri,2020-01,5,1,461,
ME002030,E002,Transport,2020-01,10,1,516,
ME003001,E003,Conditionnement,2020-01,38,1,163,
ME003003,E003,Tri,2020-01,23,1,127,
ME003008,E003,Conditionnement,2020-01,6,1,565,
ME003010,E003,Transport,2020-01,24,1,156,
ME003021,E003,Tri,2020-01,39,1,124,
ME003029,E003,Conditionnement,2020-01,27,1,131,
ME003030,E003,Transport,2020-01,2,1,484,
ME004006,E004,Conditionnement,2020-01,13,1,109,
ME004008,E004,Tri,2020-01,38,1,129,
ME004014,E004,Transport,2020-01,19,1,115,
ME004016,E004,Conditionnement,2020-01,20,1,138,
ME004017,E004,Tri,2020-01,10,1,380,
ME004021,E004,Tri,2020-01,36,1,158,
ME004026,E004,Stockage,2020-01,19,1,154,
ME004027,E004,Stockage,2020-01,37,1,130,
ME005010,E005,Conditionnement,2020-01,27,1,125,
ME005016,E005,Maintenance,2020-01,22,1,139,
ME005018,E005,Stockage,2020-01,7,1,426,
ME005019,E005,Conditionnement,2020-01,46,1,136,
ME005020,E005,Stockage,2020-01,26,1,137,
ME005023,E005,Stockage,2020-01,5,1,517,
ME005024,E005,Maintenance,2020-01,27,1,131,
ME005025,E005,Conditionnement,2020-01,21,1,150,
ME005027,E005,Stockage,2020-01,24,1,120,
ME005028,E005,Stockage,2020-01,3,1,568,
ME005029,E005,Maintenance,2020-01,21,1,151,
ME005031,E005,Transport,2020-01,0,1,507,
ME005036,E005,Tri,2020-01,11,1,494,
ME006004,E006,Tri,2020-01,24,1,136,
ME006005,E006,Transport,2020-01,18,1,129,
ME006006,E006,Tri,2020-01,25,1,136,
ME006009,E006,Stockage,2020-01,16,1,177,
ME006011,E006,Maintenance,2020-01,0,1,423,
ME006015,E006,Transport,2020-01,42,1,142,
ME006016,E006,Transport,2020-01,15,1,152,
ME006017,E006,Tri,2020-01,16,1,127,
ME006019,E006,Tri,2020-01,48,1,139,
ME006021,E006,Stockage,2020-01,36,1,147,
ME006022,E006,Stockage,2020-01,33,1,124,
ME006023,E006,Conditionnement,2020-01,1,1,518,
ME007001,E007,Transport,2020-01,8,1,414,
ME007004,E007,Tri,2020-01,21,1,126,
ME007014,E007,Tri,2020-01,41,1,129,
ME007018,E007,Transport,2020-01,31,1,121,
ME007021,E007,Tri,2020-01,5,1,440,
ME007022,E007,Conditionnement,2020-01,21,1,119,
ME007027,E007,Stockage,2020-01,22,1,178,
ME007028,E007,Stockage,2020-01,18,1,127,
ME007033,E007,Maintenance,2020-01,42,1,152,
ME007037,E007,Stockage,2020-01,38,1,113,
ME007038,E007,Maintenance,2020-01,8,1,472,
ME008003,E008,Tri,2020-01,29,1,157,
ME008009,E008,Tri,2020-01,17,1,153,
ME008011,E008,Tri,2020-01,24,1,115,
ME008013,E008,Stockage,2020-01,24,1,113,
ME008014,E008,Stockage,2020-01,47,1,130,
ME008015,E008,Stockage,2020-01,26,1,141,
ME008017,E008,Conditionnement,2020-01,44,1,143,
ME008018,E008,Conditionnement,2020-01,19,1,138,
ME008019,E008,Conditionnement,2020-01,17,1,130,
ME008020,E008,Maintenance,2020-01,18,1,146,
ME008022,E008,Stockage,2020-01,26,1,152,
ME008023,E008,Stockage,2020-01,26,1,129,
ME008028,E008,Tri,2020-01,5,1,402,
ME008029,E008,Transport,2020-01,35,1,153,
ME009005,E009,Transport,2020-01,34,1,133,
ME009008,E009,Maintenance,2020-01,17,1,165,
ME009010,E009,Stockage,2020-01,11,1,505,
ME009020,E009,Stockage,2020-01,34,1,128,
ME010003,E010,Tri,2020-01,38,1,119,
ME010005,E010,Conditionnement,2020-01,20,1,148,
ME010008,E010,Stockage,2020-01,25,1,145,
ME010009,E010,Maintenance,2020-01,26,1,131,
ME010012,E010,Conditionnement,2020-01,16,1,132,
ME010013,E010,Transport,2020-01,8,1,511,
ME010018,E010,Tri,2020-01,22,1,147,
ME010019,E010,Conditionnement,2020-01,15,1,149,
ME010028,E010,Transport,2020-01,46,1,140,
ME010029,E010,Tri,2020-01,2,1,508,
ME001009,E001,Maintenance,2020-01,0,0,868,
ME001010,E001,Stockage,2020-01,0,0,630,
ME001011,E001,Conditionnement,2020-01,0,0,820,
ME001012,E001,Tri,2020-01,0,0,631,
ME001014,E001,Tri,2020-01,0,0,156,
ME001015,E001,Stockage,2020-01,0,0,555,
ME001017,E001,Stockage,2020-01,0,0,996,
ME001018,E001,Transport,2020-01,0,0,844,
ME001030,E001,Conditionnement,2020-01,0,0,915,
ME001034,E001,Transport,2020-01,0,0,893,
ME001037,E001,Tri,2020-01,0,0,552,
ME002001,E002,Stockage,2020-01,0,0,603,
ME002006,E002,Transport,2020-01,0,0,682,
ME002008,E002,Tri,2020-01,0,0,408,
ME002009,E002,Conditionnement,2020-01,0,0,494,
ME002013,E002,Conditionnement,2020-01,0,0,935,
ME002015,E002,Maintenance,2020-01,0,0,121,
ME002018,E002,Tri,2020-01,0,0,603,
ME002022,E002,Transport,2020-01,0,0,224,
ME002024,E002,Transport,2020-01,0,0,628,
ME002029,E002,Transport,2020-01,0,0,184,
ME002031,E002,Maintenance,2020-01,0,0,681,
ME002032,E002,Stockage,2020-01,0,0,652,
ME002033,E002,Transport,2020-01,0,0,843,
ME003002,E003,Transport,2020-01,0,0,690,
ME003005,E003,Stockage,2020-01,0,0,342,
